location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Sunshine Duration
unit,°F,mm,%,min
level,2 m elevation corrected,sfc,2 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Sunshine Duration
20090921T1200,68.90044,0.0,76.12195,10.30303
20090921T1300,71.15044,0.0,70.426636,21.212122
20090921T1400,72.44644,0.0,66.61537,45.454544
20090921T1500,73.47244,0.0,63.806236,48.484848
20090921T1600,73.23844,0.0,65.22738,41.81818
20090921T1700,71.744446,0.2,68.75065,39.999996
20090921T1800,69.47644,0.0,75.10805,43.0303
20090921T1900,66.65044,0.0,83.23944,23.234009
20090921T2000,64.45444,0.0,88.33525,0.0
20090921T2100,62.708443,0.0,91.615456,0.0
20090921T2200,61.30444,0.0,93.90374,0.0
20090921T2300,61.80844,0.0,92.475334,0.0
20090922T0000,61.286446,0.0,93.48002,0.0
20090922T0100,60.06244,0.0,94.54374,0.0
20090922T0200,59.16244,0.0,95.139465,0.0
20090922T0300,59.486443,0.0,95.95229,0.0
20090922T0400,59.81044,0.0,95.09135,0.0
20090922T0500,60.08044,0.0,94.72812,0.0
20090922T0600,60.47644,0.0,94.55329,0.0
20090922T0700,61.26844,0.0,92.63796,0.0
20090922T0800,61.844444,0.0,91.05497,0.6060612
20090922T0900,63.30244,0.0,85.80914,0.0
20090922T1000,65.26444,0.0,81.24202,0.0
20090922T1100,67.06444,0.0,78.801476,0.6060612
20090922T1200,69.24244,0.0,72.76111,0.0
20090922T1300,71.78044,0.0,66.66759,0.0
20090922T1400,73.49044,0.0,61.748066,0.0
20090922T1500,74.17444,0.0,60.729786,0.6060612
20090922T1600,74.44444,0.0,60.569096,4.8484864
20090922T1700,73.41844,0.0,62.298763,7.878789
20090922T1800,71.27644,0.0,66.99729,26.666664
20090922T1900,65.15644,0.0,84.21929,17.889225
20090922T2000,62.24044,0.0,91.95422,0.0
20090922T2100,62.63644,0.0,89.281876,0.0
20090922T2200,62.582443,0.0,87.84882,0.0
20090922T2300,61.80844,0.0,88.554344,0.0
20090923T0000,61.03444,0.0,89.269485,0.0
20090923T0100,61.19644,0.0,88.8716,0.0
20090923T0200,60.49444,0.0,89.3619,0.0
20090923T0300,59.972443,0.0,89.6894,0.0
20090923T0400,59.57644,0.0,89.67231,0.0
20090923T0500,59.50444,0.0,90.3753,0.0
20090923T0600,59.32444,0.0,90.24987,0.0
20090923T0700,59.73844,0.0,89.85522,7.0033665
20090923T0800,61.21444,0.0,89.451515,10.909091
20090923T0900,63.33844,0.0,84.21534,14.545455
20090923T1000,65.58844,0.0,79.44992,14.545455
20090923T1100,68.68444,0.0,74.89135,19.999998
20090923T1200,70.89844,0.1,69.77056,25.454548
20090923T1300,73.43644,0.0,62.54228,23.030302
20090923T1400,75.14644,0.0,57.687973,39.999996
20090923T1500,76.02844,0.0,54.684467,34.545456
20090923T1600,75.956436,0.0,53.20409,38.181816
20090923T1700,75.290436,0.0,53.525948,47.878788
20090923T1800,70.50244,0.0,65.66456,53.333332
20090923T1900,63.89644,0.0,79.264755,23.425589
20090923T2000,61.32244,0.0,83.92335,0.0
20090923T2100,59.03644,0.0,87.21117,0.0
20090923T2200,59.75644,0.0,84.04276,0.0
20090923T2300,59.57644,0.0,81.57168,0.0
20090924T0000,58.31644,0.0,82.62316,0.0
20090924T0100,57.56044,0.0,84.40244,0.0
20090924T0200,56.444443,0.0,86.1491,0.0
20090924T0300,55.13044,0.0,87.231964,0.0
20090924T0400,54.248444,0.0,89.13432,0.0
20090924T0500,54.914444,0.0,87.98218,0.0
20090924T0600,55.67044,0.0,86.04624,0.0
20090924T0700,55.31044,0.0,86.834526,26.70606
20090924T0800,57.92044,0.0,84.2577,44.848488
20090924T0900,60.944443,0.0,77.270386,47.818184
20090924T1000,64.43644,0.0,69.70826,48.727276
20090924T1100,68.05444,0.0,67.81104,34.545456
20090924T1200,70.28644,0.0,65.8096,30.303032
20090924T1300,72.62644,0.0,61.359974,44.242424
20090924T1400,74.58844,0.0,55.91924,48.484848
20090924T1500,75.14644,0.0,51.88808,44.727276
20090924T1600,74.78644,0.0,52.142265,27.878788
20090924T1700,73.20244,0.0,54.39301,28.48485
20090924T1800,70.14244,0.0,60.921013,38.78788
20090924T1900,64.95844,0.0,72.8085,12.584176
20090924T2000,62.16844,0.0,79.54229,0.0
20090924T2100,61.250443,0.0,81.31941,0.0
20090924T2200,59.720444,0.0,84.98586,0.0
20090924T2300,60.278442,0.0,83.96603,0.0
20090925T0000,59.73844,0.0,84.98696,0.0
20090925T0100,58.748444,0.0,87.82931,0.0
20090925T0200,57.68644,0.0,89.82605,0.0
20090925T0300,56.33644,0.0,91.14491,0.0
20090925T0400,56.33644,0.0,91.205246,0.0
20090925T0500,55.56244,0.0,92.45446,0.0
20090925T0600,55.20244,0.0,93.552895,0.0
20090925T0700,56.46244,0.0,92.42358,2.8707075
20090925T0800,59.01844,0.0,87.90073,1.8181801
20090925T0900,61.376442,0.0,82.13293,0.6060612
20090925T1000,63.626442,0.0,77.09876,0.0
20090925T1100,64.97644,0.0,74.39929,8.48485
20090925T1200,67.02844,0.0,69.353004,9.696969
20090925T1300,68.73844,0.0,64.94417,14.545455
20090925T1400,69.51244,0.0,62.53803,20.60606
20090925T1500,69.51244,0.0,61.44116,19.999998
20090925T1600,69.45844,0.0,59.564846,19.393942
20090925T1700,68.34244,0.0,58.984478,24.848484
20090925T1800,66.72244,0.0,59.55375,35.757576
20090925T1900,63.806442,0.0,64.12491,14.320539
20090925T2000,61.64644,0.0,67.06865,0.0
20090925T2100,59.39644,0.0,71.32218,0.0
20090925T2200,57.02044,0.0,76.71263,0.0
20090925T2300,54.44644,0.0,83.46396,0.0
20090926T0000,53.43844,0.0,84.81687,0.0
20090926T0100,52.430443,0.0,87.0227,0.0
20090926T0200,51.512444,0.0,88.51967,0.0
20090926T0300,51.13444,0.0,89.406456,0.0
20090926T0400,50.75644,0.0,89.75358,0.0
20090926T0500,50.50444,0.0,89.925095,0.0
20090926T0600,50.45044,0.0,89.25177,0.0
20090926T0700,49.820442,0.0,91.4383,38.044445
20090926T0800,53.79844,0.0,83.53183,58.78788
20090926T0900,57.20044,0.0,74.737854,58.18182
20090926T1000,60.40444,0.0,67.510254,56.363636
20090926T1100,63.86044,0.0,62.353313,55.151512
20090926T1200,67.17244,0.0,55.61454,52.727272
20090926T1300,69.67444,0.0,52.049465,43.0303
20090926T1400,72.08644,0.0,46.791218,26.666664
20090926T1500,72.39244,0.0,45.87432,23.030302
20090926T1600,72.21244,0.0,46.2486,26.060608
20090926T1700,71.13245,0.0,49.317665,32.727272
20090926T1800,69.00844,0.0,50.709335,41.21212
20090926T1900,65.552444,0.0,58.84108,18.713972
20090926T2000,63.75244,0.0,62.80095,0.0
20090926T2100,61.35844,0.0,68.07764,0.0
20090926T2200,59.73844,0.0,71.35887,0.0
20090926T2300,55.54444,0.0,83.8766,0.0
20090927T0000,53.49244,0.0,88.56062,0.0
20090927T0100,52.17844,0.0,90.06249,0.0
20090927T0200,50.91844,0.0,92.041794,0.0
20090927T0300,50.34244,0.0,93.02436,0.0
20090927T0400,49.98244,0.0,93.96389,0.0
20090927T0500,50.21644,0.0,94.86596,0.0
20090927T0600,49.730442,0.0,95.175385,0.0
20090927T0700,50.99044,0.0,94.375244,28.316837
20090927T0800,55.56244,0.0,85.18063,50.303032
20090927T0900,59.32444,0.0,75.95256,49.696968
20090927T1000,63.17644,0.0,67.9695,54.545452
20090927T1100,66.05644,0.0,65.65109,57.575756
20090927T1200,68.55844,0.0,60.955215,58.909092
20090927T1300,70.70044,0.0,56.63313,58.18182
20090927T1400,72.21244,0.0,53.259758,58.909092
20090927T1500,73.38245,0.0,50.685112,57.272724
20090927T1600,73.41844,0.0,49.760098,58.36364
20090927T1700,72.23044,0.0,51.359253,55.757576
20090927T1800,67.76644,0.0,62.894356,54.545452
20090927T1900,63.75244,0.0,69.26507,16.871044
20090927T2000,60.26044,0.0,75.48483,0.0
20090927T2100,57.21844,0.0,81.12426,0.0
20090927T2200,56.264442,0.0,82.58752,0.0
20090927T2300,57.578438,0.0,75.89107,0.0
20090928T0000,56.46244,0.0,77.80793,0.0
20090928T0100,56.69644,0.0,77.61915,0.0
20090928T0200,55.81444,0.0,79.18146,0.0
20090928T0300,55.83244,0.0,79.3969,0.0
20090928T0400,55.328438,0.0,81.25192,0.0
20090928T0500,54.69844,0.0,82.530106,0.0
20090928T0600,54.12244,0.0,84.00675,0.0
20090928T0700,53.56444,0.0,85.39996,13.272727
20090928T0800,55.99444,0.0,84.13174,21.818182
20090928T0900,59.828438,0.0,74.593094,46.060608
20090928T1000,63.42844,0.0,65.682785,51.51515
20090928T1100,66.14644,0.0,62.730442,49.696968
20090928T1200,70.68244,0.0,53.604744,53.939396
20090928T1300,71.42044,0.0,53.250935,55.151512
20090928T1400,73.05844,0.0,48.822952,50.303032
20090928T1500,73.652435,0.0,46.78146,52.121212
20090928T1600,73.50844,0.0,45.071228,52.121212
20090928T1700,72.64444,0.0,44.36576,56.9697
20090928T1800,69.134445,0.0,50.38808,57.81818
20090928T1900,64.940445,0.0,58.6783,15.450253
20090928T2000,60.78244,0.0,66.74069,0.0
20090928T2100,57.470444,0.0,74.86519,0.0
20090928T2200,55.76044,0.0,78.963455,0.0
20090928T2300,54.95044,0.0,80.18672,0.0
20090929T0000,53.81644,0.0,81.964455,0.0
20090929T0100,52.32244,0.0,84.91708,0.0
20090929T0200,51.026443,0.0,86.88298,0.0
20090929T0300,50.126442,0.0,87.24724,0.0
20090929T0400,49.67644,0.0,87.88114,0.0
20090929T0500,49.10044,0.0,88.151436,0.0
20090929T0600,49.04644,0.0,88.26958,0.0
20090929T0700,49.208443,0.0,89.435,28.09333
20090929T0800,53.90644,0.0,82.58412,54.545452
20090929T0900,58.71244,0.0,74.48422,55.81818
20090929T1000,63.05044,0.0,65.37393,56.727272
20090929T1100,66.542435,0.0,60.087585,56.363636
20090929T1200,68.59444,0.0,54.455128,57.272724
20090929T1300,70.736435,0.0,49.12582,58.545456
20090929T1400,72.26644,0.0,44.276714,58.909092
20090929T1500,73.022446,0.0,41.58027,58.727276
20090929T1600,72.78844,0.0,40.483906,60.0
20090929T1700,71.18644,0.0,40.671364,60.0
20090929T1800,64.97644,0.0,54.85188,60.0
20090929T1900,59.77444,0.0,67.39022,14.683333
20090929T2000,57.39844,0.0,72.91143,0.0
20090929T2100,55.958443,0.0,76.82256,0.0
20090929T2200,54.53644,0.0,80.098915,0.0
20090929T2300,51.90844,0.0,87.40709,0.0
20090930T0000,51.31444,0.0,88.44938,0.0
20090930T0100,51.36844,0.0,87.79374,0.0
20090930T0200,51.49444,0.0,87.38401,0.0
20090930T0300,50.77444,0.0,87.881004,0.0
20090930T0400,49.80244,0.0,89.769806,0.0
20090930T0500,49.65844,0.0,90.19303,0.0
20090930T0600,50.37844,0.0,89.30906,0.0
20090930T0700,49.92844,0.0,90.63671,19.08148
20090930T0800,53.834442,0.0,84.271515,39.999996
20090930T0900,57.92044,0.0,74.15611,41.21212
20090930T1000,62.024437,0.0,66.308266,41.81818
20090930T1100,64.76044,0.0,60.98306,46.060608
20090930T1200,67.20844,0.0,57.320248,45.454544
20090930T1300,69.22444,0.0,54.18324,47.878788
20090930T1400,70.790436,0.0,52.074917,55.151512
20090930T1500,71.49244,0.0,51.25019,53.939396
20090930T1600,71.61844,0.0,50.9968,56.363636
20090930T1700,70.14244,0.0,53.41987,56.363636
20090930T1800,64.95844,0.0,65.51878,57.575756
20090930T1900,59.50444,0.0,77.50345,12.138889
20090930T2000,56.46244,0.0,84.27508,0.0
20090930T2100,54.44644,0.0,87.78109,0.0
20090930T2200,54.73444,0.0,85.35785,0.0
20090930T2300,54.068443,0.0,88.29282,0.0
20091001T0000,53.38444,0.0,88.67441,0.0
20091001T0100,52.736443,0.0,89.72416,0.0
20091001T0200,52.250443,0.0,89.70168,0.0
20091001T0300,51.638443,0.0,89.91631,0.0
20091001T0400,51.36844,0.0,91.00644,0.0
20091001T0500,50.77444,0.0,91.66289,0.0
20091001T0600,48.776443,0.0,94.50537,0.0
20091001T0700,48.39844,0.0,94.30133,16.346804
20091001T0800,52.70044,0.0,89.179855,32.121212
20091001T0900,56.480442,0.0,82.99077,23.030302
20091001T1000,60.33244,0.0,75.7935,24.242424
20091001T1100,63.33844,0.0,69.95747,26.060608
20091001T1200,66.14644,0.0,61.084236,38.181816
20091001T1300,67.37044,0.0,56.05417,39.999996
20091001T1400,68.39644,0.0,51.408302,38.181816
20091001T1500,68.81044,0.0,48.404682,41.81818
20091001T1600,68.39644,0.0,46.439568,39.39394
20091001T1700,67.442444,0.0,47.671013,46.666668
20091001T1800,63.44644,0.0,57.76333,54.545452
20091001T1900,62.36644,0.0,56.060005,8.886869
20091001T2000,61.80844,0.0,57.69019,0.0
20091001T2100,60.65644,0.0,60.557053,0.0
20091001T2200,57.722443,0.0,68.15998,0.0
20091001T2300,57.290443,0.0,69.61121,0.0
20091002T0000,55.54444,0.0,73.515686,0.0
20091002T0100,54.248444,0.0,76.19512,0.0
20091002T0200,53.49244,0.0,78.34065,0.0
20091002T0300,52.50244,0.0,79.16988,0.0
20091002T0400,52.01644,0.0,80.38557,0.0
20091002T0500,50.95444,0.0,82.98966,0.0
20091002T0600,50.01844,0.0,83.954285,0.0
20091002T0700,49.37044,0.0,85.896126,13.77037
20091002T0800,51.78244,0.0,84.5357,35.151512
20091002T0900,56.15644,0.0,76.1164,39.39394
20091002T1000,59.414444,0.0,68.31134,35.151512
20091002T1100,61.03444,0.0,61.941933,28.48485
20091002T1200,62.42044,0.0,55.381737,29.69697
20091002T1300,63.26644,0.0,50.912373,21.212122
20091002T1400,63.914444,0.0,48.041813,15.151516
20091002T1500,63.87844,0.0,46.49624,2.4242413
20091002T1600,62.69044,0.0,48.587032,17.575756
20091002T1700,60.85444,0.0,51.751343,18.18182
20091002T1800,58.64044,0.0,55.13262,33.939392
20091002T1900,55.20244,0.0,64.38821,5.1153197
20091002T2000,53.72644,0.0,67.40248,0.0
20091002T2100,54.626442,0.0,63.690487,0.0
20091002T2200,51.78244,0.0,71.56667,0.0
20091002T2300,50.07244,0.0,75.529076,0.0
20091003T0000,49.35244,0.0,76.62437,0.0
20091003T0100,48.66844,0.0,77.90699,0.0
20091003T0200,47.40844,0.0,80.449875,0.0
20091003T0300,45.680443,0.0,83.410706,0.0
20091003T0400,43.466442,0.0,89.26848,0.0
20091003T0500,41.90044,0.0,90.840385,0.0
20091003T0600,40.44244,0.0,93.31981,0.0
20091003T0700,40.46044,0.0,94.38398,22.578182
20091003T0800,47.01244,0.0,84.20949,43.454544
20091003T0900,52.484444,0.0,71.149284,42.909096
20091003T1000,56.91244,0.0,61.30598,43.636364
20091003T1100,60.278442,0.0,53.341938,42.363636
20091003T1200,62.97844,0.0,46.547703,43.454544
20091003T1300,64.67044,0.0,42.470425,48.363636
20091003T1400,66.07444,0.0,39.622944,43.818184
20091003T1500,66.61444,0.0,38.857727,42.363636
20091003T1600,65.984436,0.0,40.478214,43.454544
20091003T1700,64.61644,0.0,42.19494,43.090904
20091003T1800,59.000443,0.0,55.724884,44.545456
20091003T1900,56.930443,0.0,59.46587,5.11404
20091003T2000,54.51844,0.0,65.74515,0.0
20091003T2100,51.83644,0.0,73.078476,0.0
20091003T2200,51.06244,0.0,75.05241,0.0
20091003T2300,50.93644,0.0,76.24558,0.0
20091004T0000,50.73844,0.0,76.33223,0.0
20091004T0100,50.19844,0.0,77.50757,0.0
20091004T0200,49.334442,0.0,78.511955,0.0
20091004T0300,49.568443,0.0,78.69656,0.0
20091004T0400,49.15444,0.0,79.53921,0.0
20091004T0500,48.38044,0.0,81.26219,0.0
20091004T0600,47.98444,0.0,82.54049,0.0
20091004T0700,48.00244,0.0,82.8291,26.459597
20091004T0800,52.98844,0.0,72.04717,56.9697
20091004T0900,55.778442,0.0,66.13055,54.545452
20091004T1000,58.31644,0.0,59.823807,50.303032
20091004T1100,60.65644,0.0,52.262955,5.454544
20091004T1200,62.11444,0.0,51.54977,1.2121224
20091004T1300,62.94244,0.0,50.338863,7.878789
20091004T1400,63.35644,0.0,48.961365,16.363636
20091004T1500,63.68044,0.0,47.60768,46.666668
20091004T1600,63.014442,0.0,48.1341,53.333332
20091004T1700,61.592445,0.0,48.617973,50.909096
20091004T1800,56.67844,0.0,59.886868,50.909096
20091004T1900,52.952442,0.0,68.87095,3.8468182
20091004T2000,51.85444,0.0,70.68438,0.0
20091004T2100,50.180443,0.0,75.48725,0.0
20091004T2200,47.94844,0.0,81.908775,0.0
20091004T2300,46.868443,0.0,84.96517,0.0
20091005T0000,45.66244,0.0,86.25959,0.0
20091005T0100,44.90644,0.0,87.98021,0.0
20091005T0200,44.11444,0.0,89.67835,0.0
20091005T0300,42.92644,0.0,91.72191,0.0
20091005T0400,41.93644,0.0,93.440315,0.0
20091005T0500,42.38644,0.0,92.997894,0.0
20091005T0600,43.19644,0.0,92.37873,0.0
20091005T0700,44.708443,0.0,90.84213,19.724749
20091005T0800,48.542442,0.0,81.61451,52.0
20091005T0900,51.60244,0.0,73.05364,42.909096
20091005T1000,54.78844,0.3,66.78853,21.818182
20091005T1100,56.84044,0.4,65.58292,18.78788
20091005T1200,59.59444,0.0,60.869923,41.81818
20091005T1300,61.898438,0.0,56.069244,27.878788
20091005T1400,62.81644,0.5,55.743008,33.939392
20091005T1500,62.69044,0.0,58.525978,29.09091
20091005T1600,63.626442,0.1,58.378468,9.696969
20091005T1700,61.592445,0.6,66.92731,15.151516
20091005T1800,59.73844,0.7,78.456726,11.515152
20091005T1900,58.694443,0.0,83.25428,0.12878786
20091005T2000,58.29844,0.0,83.55911,0.0
20091005T2100,58.208443,0.0,81.90485,0.0
20091005T2200,58.65844,0.0,79.10005,0.0
20091005T2300,56.98444,0.0,84.19681,0.0
20091006T0000,57.164444,0.0,82.983154,0.0
20091006T0100,56.64244,0.0,82.891205,0.0
20091006T0200,57.14644,0.0,82.04568,0.0
20091006T0300,56.60644,0.0,83.2218,0.0
20091006T0400,56.53444,0.0,83.05008,0.0
20091006T0500,56.22844,0.0,84.59829,0.0
20091006T0600,56.66044,0.0,85.02179,0.0
20091006T0700,57.362442,0.0,84.33358,17.924244
20091006T0800,59.954437,0.0,81.00879,38.181816
20091006T0900,62.87044,0.1,76.62901,24.848484
20091006T1000,65.39044,0.0,71.528564,19.999998
20091006T1100,68.540436,0.0,66.50885,34.545456
20091006T1200,71.81644,0.0,58.79251,12.727271
20091006T1300,72.96844,0.0,57.28122,8.48485
20091006T1400,73.22044,0.0,55.692986,5.454544
20091006T1500,73.61644,0.0,53.884007,9.696969
20091006T1600,71.56444,0.0,58.643597,0.0
20091006T1700,69.51244,0.0,62.497093,7.878789
20091006T1800,69.53044,0.0,61.202034,8.48485
20091006T1900,69.94444,0.0,58.34833,0.0
20091006T2000,69.29644,0.0,61.091404,0.0
20091006T2100,67.91044,0.0,65.014435,0.0
20091006T2200,66.36244,0.0,69.05334,0.0
20091006T2300,65.26444,0.0,73.26911,0.0
20091007T0000,63.968437,0.0,75.927505,0.0
20091007T0100,63.42844,0.0,76.72884,0.0
20091007T0200,62.078438,0.0,78.75567,0.0
20091007T0300,60.53044,0.0,80.83872,0.0
20091007T0400,60.17044,0.0,80.22624,0.0
20091007T0500,59.07244,0.0,82.40314,0.0
20091007T0600,58.17244,0.0,83.99513,0.0
20091007T0700,57.578438,0.0,84.62815,19.098318
20091007T0800,61.17844,0.0,76.8323,50.303032
20091007T0900,67.33444,0.0,62.343567,54.545452
20091007T1000,71.78044,0.0,52.220142,56.909092
20091007T1100,75.63245,0.0,44.473827,55.81818
20091007T1200,78.27844,0.0,40.533596,58.18182
20091007T1300,80.56444,0.0,36.896595,56.0
20091007T1400,82.07645,0.0,35.2808,52.909092
20091007T1500,82.994446,0.0,34.105656,45.272724
20091007T1600,82.56244,0.0,32.587013,42.181816
20091007T1700,78.65644,0.0,40.323822,42.0
20091007T1800,72.44644,0.0,55.548428,41.031666
20091007T1900,69.85444,0.0,64.15269,0.0
20091007T2000,68.81044,0.0,67.89642,0.0
20091007T2100,67.550446,0.0,72.405685,0.0
20091007T2200,67.91044,0.0,70.26684,0.0
20091007T2300,69.45844,0.0,58.668404,0.0
20091008T0000,68.99044,0.0,56.99707,0.0
20091008T0100,67.74844,0.0,59.691387,0.0
20091008T0200,68.46844,0.0,58.224583,0.0
20091008T0300,68.88245,0.0,58.242466,0.0
20091008T0400,68.73844,0.0,60.45838,0.0
20091008T0500,67.51444,0.1,67.22007,0.0
20091008T0600,66.09244,0.3,75.13713,0.0
20091008T0700,64.346436,0.7,84.44118,4.776262
20091008T0800,63.42844,0.2,87.83346,35.757576
20091008T0900,63.60844,0.0,87.05342,38.78788
20091008T1000,64.040436,0.1,86.46127,21.818182
20091008T1100,66.938446,0.1,73.38545,0.0
20091008T1200,66.68644,0.7,76.91361,7.2727275
20091008T1300,66.05644,0.9,81.718346,5.454544
20091008T1400,65.76844,1.0,84.04098,0.0
20091008T1500,65.318436,0.7,86.69577,0.0
20091008T1600,65.01244,0.4,87.404816,0.0
20091008T1700,64.67044,0.1,88.68533,0.0
20091008T1800,64.43644,0.2,87.37608,0.0
20091008T1900,63.77044,0.2,88.417015,0.0
20091008T2000,63.42844,1.1,88.57207,0.0
20091008T2100,62.97844,1.0,88.72287,0.0
20091008T2200,62.60044,0.9,89.222694,0.0
20091008T2300,61.556442,1.0,89.93136,0.0
20091009T0000,61.32244,1.1,89.80511,0.0
20091009T0100,60.692444,0.8,91.84296,0.0
20091009T0200,60.026443,0.5,93.384766,0.0
20091009T0300,59.828438,0.2,93.92669,0.0
20091009T0400,58.334442,0.2,96.056946,0.0
20091009T0500,58.550438,0.0,95.68605,0.0
20091009T0600,58.820442,0.0,95.38028,0.0
20091009T0700,58.49644,0.0,95.87225,0.0
20091009T0800,58.49644,0.0,96.49863,0.0
20091009T0900,58.67644,0.0,96.12544,0.0
20091009T1000,59.64844,0.0,92.10662,0.0
20091009T1100,60.06244,0.0,90.33888,0.0
20091009T1200,60.026443,0.0,90.51423,0.0
20091009T1300,60.33244,0.0,88.31172,1.8181801
20091009T1400,61.862442,0.0,83.90326,1.8181801
20091009T1500,63.06844,0.0,80.18755,0.0
20091009T1600,63.33844,0.0,79.63489,0.0
20091009T1700,62.65444,0.0,80.41811,0.0
20091009T1800,60.692444,0.0,86.052536,1.1053884
20091009T1900,59.306442,0.0,89.25067,0.0
20091009T2000,58.19044,0.0,92.17807,0.0
20091009T2100,58.24444,0.0,92.9073,0.0
20091009T2200,58.62244,0.0,91.47128,0.0
20091009T2300,59.846443,0.0,88.92555,0.0
20091010T0000,58.08244,0.0,93.880714,0.0
20091010T0100,56.85844,0.0,96.03052,0.0
20091010T0200,57.290443,0.0,95.47383,0.0
20091010T0300,58.334442,0.0,94.5646,0.0
20091010T0400,58.514442,0.1,94.56888,0.0
20091010T0500,58.92844,0.0,93.17112,0.0
20091010T0600,59.28844,0.1,92.09456,0.0
20091010T0700,59.36044,0.3,91.91692,0.0
20091010T0800,59.846443,1.1,91.99342,1.2121224
20091010T0900,60.152443,1.1,92.48325,0.0
20091010T1000,59.954437,0.5,92.23675,0.6060612
20091010T1100,60.67444,0.2,90.65756,0.6060612
20091010T1200,61.736443,0.2,88.9538,15.757578
20091010T1300,62.38444,0.1,85.868454,31.51515
20091010T1400,62.94244,0.1,81.3902,38.181816
20091010T1500,63.69844,0.0,77.20596,34.545456
20091010T1600,63.21244,0.6,75.709274,38.78788
20091010T1700,61.124443,0.3,81.310104,42.424244
20091010T1800,59.50444,0.2,86.665215,35.710773
20091010T1900,58.31644,0.0,88.387665,0.0
20091010T2000,57.596443,0.0,89.940636,0.0
20091010T2100,56.876442,0.0,90.80526,0.0
20091010T2200,55.56244,0.0,92.14847,0.0
20091010T2300,55.61644,0.1,91.35911,0.0
20091011T0000,55.09444,0.0,91.58241,0.0
20091011T0100,53.65444,0.0,92.388985,0.0
20091011T0200,52.75444,0.0,92.6678,0.0
20091011T0300,52.484444,0.0,92.9703,0.0
20091011T0400,51.56644,0.0,93.50534,0.0
20091011T0500,50.486443,0.0,93.851776,0.0
20091011T0600,49.820442,0.0,94.21441,0.0
20091011T0700,49.37044,0.0,94.84373,8.848485
20091011T0800,51.26044,0.0,92.99226,24.848484
20091011T0900,54.51844,0.0,89.26653,7.878789
20091011T1000,57.596443,0.0,81.69635,9.090908
20091011T1100,60.06244,0.0,70.01685,4.8484864
20091011T1200,61.556442,0.0,62.516838,6.666666
20091011T1300,61.916443,0.0,60.726994,13.939394
20091011T1400,61.80844,0.0,62.549652,12.727271
20091011T1500,61.01644,0.0,64.94774,8.48485
20091011T1600,60.36844,0.0,66.9617,2.4242413
20091011T1700,59.540443,0.0,69.11483,0.6060612
20091011T1800,58.15444,0.0,72.35208,2.0525243
20091011T1900,58.46044,0.0,70.5028,0.0
20091011T2000,58.01044,0.2,70.74004,0.0
20091011T2100,57.20044,0.6,73.43575,0.0
20091011T2200,56.570442,0.8,77.55565,0.0
20091011T2300,55.652443,0.4,85.41455,0.0
20091012T0000,55.31044,0.3,88.00268,0.0
20091012T0100,55.41844,0.9,89.90528,0.0
20091012T0200,55.67044,1.2,92.03014,0.0
20091012T0300,55.778442,0.9,92.217094,0.0
20091012T0400,54.84244,1.8,89.93974,0.0
20091012T0500,52.03444,1.3,83.12445,0.0
20091012T0600,50.43244,0.0,81.76232,0.0
20091012T0700,49.85644,0.0,81.54855,13.759091
20091012T0800,50.63044,0.1,79.77522,39.999996
20091012T0900,51.44044,0.1,76.76965,36.36364
20091012T1000,51.800438,0.0,73.17603,38.181816
20091012T1100,52.93444,0.0,69.880035,21.212122
20091012T1200,54.374443,0.1,64.91022,20.60606
20091012T1300,53.54644,0.2,67.05363,12.727271
20091012T1400,54.374443,0.3,63.52449,21.212122
20091012T1500,54.39244,0.4,63.837452,24.242424
20091012T1600,54.35644,0.0,62.99273,32.727272
20091012T1700,53.65444,0.0,63.429523,42.424244
20091012T1800,51.83644,0.0,64.946754,39.98182
20091012T1900,50.05444,0.0,67.281235,0.0
20091012T2000,48.236443,0.0,71.57202,0.0
20091012T2100,46.05844,0.0,77.49995,0.0
20091012T2200,46.41844,0.0,77.643364,0.0
20091012T2300,44.42044,0.0,86.05965,0.0
20091013T0000,44.834442,0.0,86.08626,0.0
20091013T0100,43.916443,0.0,85.483215,0.0
20091013T0200,43.736443,0.0,86.37985,0.0
20091013T0300,44.33044,0.0,84.85135,0.0
20091013T0400,45.320442,0.0,83.2085,0.0
20091013T0500,45.410442,0.0,83.21523,0.0
20091013T0600,44.97844,0.1,84.77685,0.0
20091013T0700,43.26844,0.0,89.007286,7.4505053
20091013T0800,44.618443,0.0,87.10514,18.18182
20091013T0900,47.10244,0.0,81.32929,13.939394
20091013T1000,49.442444,0.0,71.00533,21.818182
20091013T1100,51.31444,0.0,59.67863,11.515152
20091013T1200,52.30444,0.0,53.25473,18.78788
20091013T1300,53.13244,0.0,49.934246,6.666666
20091013T1400,53.74444,0.0,47.124428,4.242425
20091013T1500,53.38444,0.0,48.0993,2.4242413
20091013T1600,53.38444,0.0,47.373695,5.454544
20091013T1700,52.19644,0.0,49.496925,1.8181801
20091013T1800,49.874443,0.0,56.352367,9.96616
20091013T1900,46.166443,0.0,68.93296,0.0
20091013T2000,46.292442,0.0,68.70207,0.0
20091013T2100,46.292442,0.0,67.19299,0.0
