location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Sunshine Duration
unit,°F,mm,%,min
level,2 m elevation corrected,sfc,2 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Sunshine Duration
20080202T0200,36.716442,1.1,94.66557,0.0
20080202T0300,36.24844,0.8,93.29307,0.0
20080202T0400,35.582443,0.5,93.06412,0.0
20080202T0500,35.582443,0.3,92.4586,0.0
20080202T0600,35.72644,0.2,90.86808,0.0
20080202T0700,35.834442,0.1,89.88834,0.0
20080202T0800,35.99644,0.0,88.98675,0.21885511
20080202T0900,36.500443,0.0,87.92333,8.48485
20080202T1000,37.13044,0.0,86.31837,23.030302
20080202T1100,37.54444,0.0,83.57024,38.78788
20080202T1200,38.714443,0.0,74.34724,43.0303
20080202T1300,39.938442,0.0,65.98014,47.272724
20080202T1400,40.78444,0.0,59.18109,47.272724
20080202T1500,41.360443,0.0,54.22102,55.757576
20080202T1600,41.57644,0.0,53.486294,60.0
20080202T1700,39.61444,0.0,60.031376,58.78788
20080202T1800,37.922443,0.0,62.447254,32.947136
20080202T1900,34.01644,0.0,70.67395,0.0
20080202T2000,30.398441,0.0,78.30697,0.0
20080202T2100,28.364443,0.0,83.39005,0.0
20080202T2200,27.536442,0.0,86.1571,0.0
20080202T2300,27.662441,0.0,85.19036,0.0
20080203T0000,26.384441,0.0,87.46217,0.0
20080203T0100,26.078442,0.0,88.920456,0.0
20080203T0200,25.772442,0.0,88.6302,0.0
20080203T0300,25.790442,0.0,88.83449,0.0
20080203T0400,26.060442,0.0,89.53094,0.0
20080203T0500,25.93444,0.0,89.318924,0.0
20080203T0600,25.250443,0.0,89.75559,0.0
20080203T0700,24.890442,0.0,89.87136,0.0
20080203T0800,25.214441,0.0,90.028145,6.5496974
20080203T0900,27.626442,0.0,88.54689,58.18182
20080203T1000,31.262442,0.0,83.87892,58.18182
20080203T1100,33.38644,0.0,77.43747,58.18182
20080203T1200,36.05044,0.0,72.09619,57.575756
20080203T1300,38.82244,0.0,64.95498,58.78788
20080203T1400,40.76644,0.0,59.355247,59.393936
20080203T1500,42.152443,0.0,57.475826,59.272728
20080203T1600,41.882442,0.0,63.89646,57.81818
20080203T1700,39.25444,0.0,65.498665,56.727272
20080203T1800,35.60044,0.0,72.69112,34.00515
20080203T1900,33.584442,0.0,80.40042,0.0
20080203T2000,32.936443,0.0,81.30562,0.0
20080203T2100,32.306442,0.0,82.47271,0.0
20080203T2200,32.000443,0.0,82.2006,0.0
20080203T2300,32.07244,0.0,83.693306,0.0
20080204T0000,31.514442,0.0,84.59157,0.0
20080204T0100,30.61444,0.0,86.055824,0.0
20080204T0200,31.460442,0.0,85.667885,0.0
20080204T0300,31.334442,0.0,86.04312,0.0
20080204T0400,31.01044,0.0,87.248985,0.0
20080204T0500,31.712442,0.0,87.81645,0.0
20080204T0600,32.666443,0.0,87.35873,0.0
20080204T0700,33.78244,0.0,85.014984,0.0
20080204T0800,35.07844,0.2,83.13127,0.0
20080204T0900,35.99644,0.4,82.65752,0.0
20080204T1000,36.14044,0.5,85.12528,0.0
20080204T1100,38.264442,0.6,86.020424,0.0
20080204T1200,39.92044,0.5,85.88489,0.0
20080204T1300,41.882442,0.3,85.0423,0.0
20080204T1400,42.764442,0.2,85.34508,0.0
20080204T1500,43.57444,0.1,82.081604,0.0
20080204T1600,43.59244,0.0,81.79238,0.0
20080204T1700,42.26044,0.0,83.867134,0.6060612
20080204T1800,40.730442,0.0,86.18529,0.0
20080204T1900,40.64044,0.0,85.99472,0.0
20080204T2000,40.424442,0.1,86.597565,0.0
20080204T2100,40.47844,0.0,86.849014,0.0
20080204T2200,40.262444,0.0,86.773186,0.0
20080204T2300,40.388443,0.0,88.72366,0.0
20080205T0000,39.88444,0.0,89.2038,0.0
20080205T0100,39.38044,0.0,89.6884,0.0
20080205T0200,39.146442,0.0,89.16346,0.0
20080205T0300,38.60644,0.0,89.39023,0.0
20080205T0400,37.97644,0.0,89.29151,0.0
20080205T0500,37.382442,0.0,89.1298,0.0
20080205T0600,35.96044,0.0,89.96045,0.0
20080205T0700,35.24044,0.0,91.042465,0.0
20080205T0800,34.93444,0.0,90.629944,4.842424
20080205T0900,36.626442,0.0,88.25088,1.2121224
20080205T1000,39.18244,0.0,84.05943,9.696969
20080205T1100,40.98244,0.0,77.06401,0.0
20080205T1200,42.008442,0.0,74.6479,0.0
20080205T1300,42.80044,0.0,70.84428,0.6060612
20080205T1400,43.952442,0.0,69.10982,2.4242413
20080205T1500,46.040443,0.1,65.16194,0.0
20080205T1600,46.040443,0.1,67.693596,0.6060612
20080205T1700,45.66244,0.7,74.44633,7.2727275
20080205T1800,45.91444,0.0,76.452,13.812121
20080205T1900,46.18444,0.0,76.91211,0.0
20080205T2000,47.21044,0.0,75.08298,0.0
20080205T2100,47.28244,0.0,73.20571,0.0
20080205T2200,48.596443,0.2,69.963806,0.0
20080205T2300,50.32444,0.0,65.39466,0.0
20080206T0000,50.720444,0.0,64.84767,0.0
20080206T0100,51.78244,0.0,61.81223,0.0
20080206T0200,52.610443,0.2,60.41513,0.0
20080206T0300,51.60244,1.2,70.70504,0.0
20080206T0400,50.32444,1.1,77.6267,0.0
20080206T0500,49.80244,0.8,78.60823,0.0
20080206T0600,49.37044,0.3,79.723495,0.0
20080206T0700,49.10044,0.0,79.58982,0.0
20080206T0800,48.542442,0.2,79.37578,3.7377102
20080206T0900,48.776443,0.0,79.12031,4.242425
20080206T1000,49.694443,0.2,78.38077,19.999998
20080206T1100,49.78444,0.2,77.523056,38.181816
20080206T1200,50.612442,0.2,75.4252,35.757576
20080206T1300,50.64844,0.2,73.82083,13.939394
20080206T1400,50.666443,0.2,73.51504,35.151512
20080206T1500,50.95444,0.0,70.28672,35.151512
20080206T1600,50.82844,0.0,69.73336,38.181816
20080206T1700,49.65844,0.0,71.17962,31.51515
20080206T1800,48.34444,0.0,74.72467,28.775759
20080206T1900,47.98444,0.0,74.16405,0.0
20080206T2000,46.346443,0.1,76.92774,0.0
20080206T2100,45.17644,0.0,78.52097,0.0
20080206T2200,44.438442,0.0,80.08407,0.0
20080206T2300,43.17844,0.0,82.98757,0.0
20080207T0000,41.360443,0.0,85.98123,0.0
20080207T0100,40.514442,0.0,87.286644,0.0
20080207T0200,39.326443,0.0,89.42913,0.0
20080207T0300,38.60644,0.0,91.26966,0.0
20080207T0400,38.138443,0.0,91.77335,0.0
20080207T0500,39.48844,0.0,88.799995,0.0
20080207T0600,38.714443,0.0,89.267784,0.0
20080207T0700,37.994442,0.0,89.48569,0.0
20080207T0800,35.132442,0.0,93.04577,0.0
20080207T0900,35.63644,0.0,95.73027,0.0
20080207T1000,39.722443,0.0,91.77797,0.0
20080207T1100,41.68444,0.0,92.9714,7.878789
20080207T1200,44.72644,0.0,82.34714,32.121212
20080207T1300,47.138443,0.0,70.390205,21.212122
20080207T1400,48.21844,0.0,64.105316,27.272726
20080207T1500,48.88444,0.0,58.22906,56.9697
20080207T1600,48.48844,0.0,57.960995,60.0
20080207T1700,45.410442,0.0,69.43638,59.393936
20080207T1800,39.65044,0.0,80.23894,40.73434
20080207T1900,37.112442,0.0,84.516075,0.0
20080207T2000,35.56444,0.0,87.22635,0.0
20080207T2100,33.78244,0.0,87.94783,0.0
20080207T2200,32.702442,0.0,88.40106,0.0
20080207T2300,31.658442,0.0,89.06088,0.0
20080208T0000,30.81244,0.0,89.14316,0.0
20080208T0100,30.704441,0.0,88.40859,0.0
20080208T0200,30.12844,0.0,88.70355,0.0
20080208T0300,29.624441,0.0,88.605965,0.0
20080208T0400,29.15644,0.0,88.510216,0.0
20080208T0500,28.796442,0.0,87.49353,0.0
20080208T0600,29.102442,0.0,86.857704,0.0
20080208T0700,28.400442,0.0,85.634995,0.0
20080208T0800,28.958443,0.0,84.073296,13.816667
20080208T0900,32.03644,0.0,80.43847,60.0
20080208T1000,35.744442,0.0,74.07396,60.0
20080208T1100,39.110443,0.0,70.092735,60.0
20080208T1200,42.44044,0.0,62.119225,60.0
20080208T1300,45.28444,0.0,57.31462,60.0
20080208T1400,47.91244,0.0,49.45435,60.0
20080208T1500,49.730442,0.0,45.044365,60.0
20080208T1600,49.748444,0.0,47.47039,60.0
20080208T1700,46.166443,0.0,60.191162,60.0
20080208T1800,40.96444,0.0,66.8008,42.733334
20080208T1900,38.138443,0.0,71.75523,0.0
20080208T2000,36.014442,0.0,75.94052,0.0
20080208T2100,34.520443,0.0,77.610214,0.0
20080208T2200,33.40444,0.0,76.63212,0.0
20080208T2300,32.34244,0.0,75.489876,0.0
20080209T0000,31.69444,0.0,75.8191,0.0
20080209T0100,30.776442,0.0,75.71914,0.0
20080209T0200,30.470442,0.0,75.973785,0.0
20080209T0300,30.074442,0.0,76.1622,0.0
20080209T0400,29.570442,0.0,75.99148,0.0
20080209T0500,29.282442,0.0,74.52133,0.0
20080209T0600,29.174442,0.0,73.54421,0.0
20080209T0700,29.030441,0.0,73.358116,0.0
20080209T0800,28.904442,0.0,72.89359,15.283334
20080209T0900,32.000443,0.0,73.14842,60.0
20080209T1000,36.860443,0.0,64.636314,60.0
20080209T1100,39.97444,0.0,57.35687,60.0
20080209T1200,42.980442,0.0,51.698532,60.0
20080209T1300,45.410442,0.0,47.597713,60.0
20080209T1400,47.37244,0.0,45.421906,60.0
20080209T1500,48.758442,0.0,43.759113,60.0
20080209T1600,48.34444,0.0,50.62987,60.0
20080209T1700,45.986443,0.0,53.1957,60.0
20080209T1800,44.02444,0.0,57.208176,44.3
20080209T1900,38.82244,0.0,67.66389,0.0
20080209T2000,35.24044,0.0,74.293884,0.0
20080209T2100,33.998444,0.0,76.63688,0.0
20080209T2200,33.062443,0.0,78.51321,0.0
20080209T2300,32.37844,0.0,78.21051,0.0
20080210T0000,31.514442,0.0,78.59622,0.0
20080210T0100,30.848442,0.0,79.36474,0.0
20080210T0200,30.146442,0.0,80.38406,0.0
20080210T0300,29.462442,0.0,81.36164,0.0
20080210T0400,29.04844,0.0,81.75724,0.0
20080210T0500,28.832441,0.0,82.04881,0.0
20080210T0600,28.07644,0.0,83.23932,0.0
20080210T0700,27.410442,0.0,84.589516,0.0
20080210T0800,27.626442,0.0,84.60665,16.783333
20080210T0900,31.856441,0.0,81.4532,60.0
20080210T1000,36.590443,0.0,74.55368,60.0
20080210T1100,39.56044,0.0,68.009705,60.0
20080210T1200,42.29644,0.0,62.834835,60.0
20080210T1300,44.90644,0.0,57.089325,60.0
20080210T1400,46.90444,0.0,53.733994,59.636364
20080210T1500,48.56044,0.0,51.187634,59.636364
20080210T1600,48.110443,0.0,57.487125,60.0
20080210T1700,44.276443,0.0,65.11668,60.0
20080210T1800,41.52244,0.0,68.05941,45.883335
20080210T1900,36.78844,0.0,76.35921,0.0
20080210T2000,35.45644,0.0,79.62408,0.0
20080210T2100,34.19644,0.0,81.115295,0.0
20080210T2200,33.278442,0.0,81.69977,0.0
20080210T2300,32.576443,0.0,82.43404,0.0
20080211T0000,31.550442,0.0,83.77654,0.0
20080211T0100,30.830442,0.0,83.90724,0.0
20080211T0200,30.794441,0.0,82.90261,0.0
20080211T0300,29.948442,0.0,83.33248,0.0
20080211T0400,29.408442,0.0,84.81036,0.0
20080211T0500,28.832441,0.0,84.12679,0.0
20080211T0600,28.292442,0.0,85.1741,0.0
20080211T0700,28.130442,0.0,84.32587,0.0
20080211T0800,28.166443,0.0,84.20083,18.383333
20080211T0900,32.612442,0.0,79.712685,59.636364
20080211T1000,36.896442,0.0,72.679146,59.81818
20080211T1100,40.244442,0.0,68.90295,60.0
20080211T1200,43.556442,0.0,61.370285,60.0
20080211T1300,46.112442,0.0,55.210636,60.0
20080211T1400,48.43444,0.0,50.31062,59.393936
20080211T1500,49.60444,0.0,47.797092,59.393936
20080211T1600,49.694443,0.0,53.272137,59.393936
20080211T1700,48.776443,0.0,46.78796,60.0
20080211T1800,44.708443,0.0,54.22493,46.9872
20080211T1900,36.680443,0.0,70.84093,0.0
20080211T2000,35.186443,0.0,73.35172,0.0
20080211T2100,33.47644,0.0,76.35326,0.0
20080211T2200,32.16244,0.0,78.60116,0.0
20080211T2300,30.542442,0.0,79.755844,0.0
20080212T0000,29.840443,0.0,80.90469,0.0
20080212T0100,29.336441,0.0,81.35025,0.0
20080212T0200,28.886442,0.0,81.61877,0.0
20080212T0300,29.04844,0.0,81.38591,0.0
20080212T0400,28.850441,0.0,81.677536,0.0
20080212T0500,28.706442,0.0,81.7267,0.0
20080212T0600,28.526442,0.0,81.648476,0.0
20080212T0700,28.706442,0.0,81.3549,0.0
20080212T0800,28.400442,0.0,82.13545,8.67963
20080212T0900,32.07244,0.0,78.651344,16.969696
20080212T1000,35.744442,0.0,76.590324,43.0303
20080212T1100,39.21844,0.0,69.53976,44.242424
20080212T1200,42.188442,0.0,61.173927,50.909096
20080212T1300,44.94244,0.0,55.76502,54.909092
20080212T1400,47.33644,0.0,51.02852,55.636364
20080212T1500,48.758442,0.0,49.44648,55.636364
20080212T1600,48.63244,0.0,54.16136,57.272724
20080212T1700,44.834442,0.0,61.238583,58.545456
20080212T1800,43.68244,0.0,62.06689,48.752728
20080212T1900,41.43244,0.0,67.20585,0.0
20080212T2000,36.21244,0.0,75.9052,0.0
20080212T2100,33.31444,0.0,80.076744,0.0
20080212T2200,32.07244,0.0,82.083954,0.0
20080212T2300,31.064442,0.0,83.1744,0.0
20080213T0000,30.182442,0.0,83.163734,0.0
20080213T0100,28.850441,0.0,84.31943,0.0
20080213T0200,27.914442,0.0,84.308556,0.0
20080213T0300,27.572441,0.0,84.02483,0.0
20080213T0400,27.464443,0.0,84.080055,0.0
20080213T0500,27.572441,0.0,83.70549,0.0
20080213T0600,27.338442,0.0,84.005745,0.0
20080213T0700,27.48244,0.0,83.25262,0.0
20080213T0800,28.004442,0.0,83.6775,21.583334
20080213T0900,31.100441,0.0,81.99978,60.0
20080213T1000,34.88044,0.0,79.393654,60.0
20080213T1100,38.12044,0.0,72.12489,60.0
20080213T1200,40.568443,0.0,66.74905,60.0
20080213T1300,42.584442,0.0,63.94595,60.0
20080213T1400,44.76244,0.0,59.90014,60.0
20080213T1500,46.07644,0.0,56.890152,60.0
20080213T1600,46.05844,0.0,59.913464,60.0
20080213T1700,43.376442,0.0,63.30915,60.0
20080213T1800,41.68444,0.0,68.47917,50.616665
20080213T1900,36.230442,0.0,77.49454,0.0
20080213T2000,32.34244,0.0,82.78401,0.0
20080213T2100,30.308441,0.0,85.454994,0.0
20080213T2200,29.102442,0.0,87.38243,0.0
20080213T2300,28.130442,0.0,88.378456,0.0
20080214T0000,27.266441,0.0,87.6554,0.0
20080214T0100,26.870441,0.0,87.097084,0.0
20080214T0200,26.294441,0.0,87.3227,0.0
20080214T0300,25.898441,0.0,88.77362,0.0
20080214T0400,25.430443,0.0,88.33754,0.0
20080214T0500,25.466442,0.0,88.27237,0.0
20080214T0600,25.23244,0.0,88.7989,0.0
20080214T0700,25.592442,0.0,87.80953,0.0
20080214T0800,25.484442,0.0,89.1549,23.166666
20080214T0900,29.390442,0.0,87.92876,60.0
20080214T1000,33.998444,0.0,85.030975,60.0
20080214T1100,37.36444,0.0,76.643936,60.0
20080214T1200,40.082443,0.0,70.31412,60.0
20080214T1300,42.098442,0.0,65.34982,60.0
20080214T1400,44.38444,0.0,59.75733,60.0
20080214T1500,44.85244,0.0,58.998928,60.0
20080214T1600,44.618443,0.0,62.10796,60.0
20080214T1700,39.632442,0.0,74.50145,60.0
20080214T1800,38.084442,0.0,76.38067,52.183334
20080214T1900,35.672443,0.0,81.66457,0.0
20080214T2000,33.29644,0.0,85.041794,0.0
20080214T2100,31.190441,0.0,87.782776,0.0
20080214T2200,29.228441,0.0,90.93691,0.0
20080214T2300,28.490442,0.0,91.03434,0.0
20080215T0000,28.238441,0.0,91.02098,0.0
20080215T0100,27.986443,0.0,91.83329,0.0
20080215T0200,28.094442,0.0,91.70066,0.0
20080215T0300,27.950443,0.0,91.62441,0.0
20080215T0400,27.590443,0.0,93.347145,0.0
20080215T0500,26.960442,0.0,94.45222,0.0
20080215T0600,27.48244,0.0,95.11357,0.0
20080215T0700,26.834442,0.0,95.16175,0.0
20080215T0800,27.644442,0.0,94.76308,14.519528
20080215T0900,30.974442,0.0,91.84253,33.939392
20080215T1000,32.34244,0.0,89.10128,41.81818
20080215T1100,33.422443,0.0,83.98723,0.0
20080215T1200,34.32244,0.0,81.54814,16.969696
20080215T1300,35.69044,0.0,76.18834,31.51515
20080215T1400,36.320442,0.0,74.08321,39.39394
20080215T1500,36.84244,0.0,72.35013,38.78788
20080215T1600,36.554443,0.0,73.018105,50.303032
20080215T1700,35.11444,0.0,74.83559,48.484848
20080215T1800,34.28644,0.0,74.46538,33.672054
20080215T1900,34.08844,0.0,73.28049,0.0
20080215T2000,33.62044,0.0,72.459045,0.0
20080215T2100,33.11644,0.0,71.25989,0.0
20080215T2200,32.612442,0.0,70.92881,0.0
20080215T2300,31.478441,0.0,71.1668,0.0
20080216T0000,30.974442,0.0,70.186516,0.0
20080216T0100,30.164442,0.0,70.8949,0.0
20080216T0200,29.066442,0.0,72.021484,0.0
20080216T0300,27.644442,0.0,73.818245,0.0
20080216T0400,26.348442,0.0,74.354996,0.0
20080216T0500,24.890442,0.0,76.83531,0.0
20080216T0600,24.152443,0.0,76.99477,0.0
20080216T0700,23.77444,0.0,76.114235,0.0
20080216T0800,24.044441,0.0,76.144516,26.5
20080216T0900,28.112442,0.0,68.690796,60.0
20080216T1000,31.352442,0.0,58.86514,60.0
20080216T1100,34.26844,0.0,53.483517,60.0
20080216T1200,36.64444,0.0,48.65009,60.0
20080216T1300,39.236443,0.0,41.755608,60.0
20080216T1400,41.090443,0.0,37.232613,60.0
20080216T1500,42.31444,0.0,34.625404,60.0
20080216T1600,42.06244,0.0,35.68672,60.0
20080216T1700,39.452442,0.0,41.113564,60.0
20080216T1800,33.65644,0.0,51.378418,55.35
20080216T1900,31.478441,0.0,55.27457,0.0
20080216T2000,29.408442,0.0,59.25425,0.0
20080216T2100,27.806442,0.0,62.352436,0.0
20080216T2200,26.90644,0.0,64.4638,0.0
20080216T2300,26.564442,0.0,63.106014,0.0
20080217T0000,25.034441,0.0,65.94378,0.0
20080217T0100,24.638443,0.0,67.09905,0.0
20080217T0200,23.77444,0.0,68.21259,0.0
20080217T0300,23.036442,0.0,68.81939,0.0
20080217T0400,22.676441,0.0,67.197716,0.0
20080217T0500,23.90044,0.0,64.17567,0.0
20080217T0600,24.044441,0.0,63.5343,0.0
20080217T0700,22.40644,0.0,67.91546,0.0
20080217T0800,22.13644,0.0,70.30463,28.216667
20080217T0900,26.816442,0.0,65.01093,60.0
20080217T1000,31.028442,0.0,53.617027,60.0
20080217T1100,33.368443,0.0,49.508774,59.393936
20080217T1200,36.068443,0.0,47.688423,60.0
20080217T1300,38.55244,0.0,45.683952,60.0
20080217T1400,40.85644,0.0,43.36177,60.0
20080217T1500,42.332443,0.0,42.167557,60.0
20080217T1600,42.980442,0.0,41.603523,60.0
20080217T1700,42.188442,0.0,44.232864,60.0
20080217T1800,38.73244,0.0,50.224403,56.916668
20080217T1900,33.764442,0.0,59.10195,0.0
20080217T2000,30.686441,0.0,65.15686,0.0
20080217T2100,28.634441,0.0,69.72519,0.0
20080217T2200,26.888443,0.0,75.57828,0.0
20080217T2300,25.646442,0.0,74.0418,0.0
20080218T0000,24.422441,0.0,77.26494,0.0
20080218T0100,23.540442,0.0,79.001976,0.0
20080218T0200,22.98244,0.0,78.38972,0.0
20080218T0300,22.01044,0.0,79.654564,0.0
20080218T0400,21.542442,0.0,81.830025,0.0
20080218T0500,21.542442,0.0,81.765755,0.0
20080218T0600,21.362442,0.0,81.29996,0.0
20080218T0700,21.110443,0.0,80.89246,0.0
20080218T0800,21.542442,0.0,81.31713,29.916666
20080218T0900,27.122442,0.0,74.56017,60.0
20080218T1000,32.882442,0.0,67.85362,60.0
20080218T1100,37.166443,0.0,63.04672,60.0
20080218T1200,41.054443,0.0,54.91062,60.0
20080218T1300,44.06044,0.0,48.966873,60.0
20080218T1400,46.346443,0.0,42.731476,60.0
20080218T1500,47.64244,0.0,38.995945,60.0
20080218T1600,48.00244,0.0,41.148743,60.0
20080218T1700,47.066444,0.0,41.392895,60.0
20080218T1800,45.69844,0.0,44.56436,58.483334
20080218T1900,39.09244,0.0,55.264896,0.0
20080218T2000,33.22444,0.0,65.31221,0.0
20080218T2100,29.984442,0.0,70.709335,0.0
20080218T2200,28.292442,0.0,74.17912,0.0
20080218T2300,27.140442,0.0,75.48985,0.0
20080219T0000,26.240442,0.0,77.33992,0.0
20080219T0100,25.034441,0.0,78.3593,0.0
20080219T0200,24.494442,0.0,79.037766,0.0
20080219T0300,24.350441,0.0,77.740776,0.0
20080219T0400,24.728441,0.0,75.03992,0.0
20080219T0500,25.214441,0.0,74.164246,0.0
20080219T0600,25.034441,0.0,74.89959,0.0
20080219T0700,24.65644,0.0,75.62022,0.0
20080219T0800,24.96244,0.0,74.541145,31.616667
20080219T0900,30.12844,0.0,72.705,60.0
20080219T1000,35.81644,0.0,63.47508,60.0
20080219T1100,39.79444,0.0,56.68566,60.0
20080219T1200,43.26844,0.0,49.464836,60.0
20080219T1300,46.166443,0.0,45.18428,60.0
20080219T1400,48.470444,0.0,41.291,60.0
20080219T1500,50.14444,0.0,38.316483,60.0
20080219T1600,50.90044,0.0,32.398342,60.0
20080219T1700,51.11644,0.0,33.695286,60.0
20080219T1800,46.43644,0.0,43.56082,60.0
20080219T1900,38.048443,0.0,57.145264,0.1
20080219T2000,35.42044,0.0,63.997974,0.0
20080219T2100,32.846443,0.0,70.90395,0.0
20080219T2200,31.118443,0.0,75.01341,0.0
20080219T2300,31.190441,0.0,73.55501,0.0
20080220T0000,30.002441,0.0,76.27043,0.0
20080220T0100,29.624441,0.0,78.46695,0.0
20080220T0200,29.498442,0.0,79.113,0.0
20080220T0300,29.15644,0.0,79.80438,0.0
20080220T0400,28.832441,0.0,80.38262,0.0
20080220T0500,29.336441,0.0,79.277664,0.0
20080220T0600,29.912441,0.0,80.17985,0.0
20080220T0700,30.344442,0.0,80.584946,0.0
20080220T0800,31.118443,0.0,80.535095,21.212122
20080220T0900,35.402443,0.0,75.42602,35.151512
20080220T1000,40.028442,0.0,71.87068,33.939392
20080220T1100,44.258442,0.1,66.35462,35.151512
20080220T1200,46.94044,0.3,62.74779,26.060608
20080220T1300,47.64244,0.1,62.753914,7.878789
20080220T1400,48.758442,0.0,61.4814,5.454544
20080220T1500,48.236443,0.0,68.20787,3.6363637
20080220T1600,46.14844,0.1,78.66506,1.2121224
20080220T1700,46.72444,0.2,73.71768,4.8484864
20080220T1800,43.21444,0.3,90.26501,1.2121224
20080220T1900,43.34044,0.3,92.83832,0.1010101
20080220T2000,42.854443,0.1,95.52346,0.0
20080220T2100,42.47644,0.2,96.927155,0.0
20080220T2200,42.152443,0.1,97.6011,0.0
20080220T2300,43.35844,0.2,93.22954,0.0
20080221T0000,43.35844,0.2,93.29478,0.0
20080221T0100,43.32244,0.2,93.94813,0.0
20080221T0200,43.376442,0.0,94.0813,0.0
20080221T0300,43.304443,0.0,93.94753,0.0
20080221T0400,43.466442,0.0,93.168274,0.0
20080221T0500,43.250443,0.0,93.552345,0.0
20080221T0600,43.28644,0.0,92.90128,0.0
20080221T0700,43.48444,0.0,92.778824,0.0
20080221T0800,43.68244,0.0,92.26884,0.0
20080221T0900,44.56444,0.0,91.662926,0.0
20080221T1000,45.554443,0.0,90.69105,0.0
20080221T1100,46.868443,0.0,90.31251,3.6363637
20080221T1200,47.85844,0.0,88.999695,4.8484864
20080221T1300,48.596443,0.0,87.339325,5.454544
20080221T1400,49.28044,0.0,87.07906,0.0
20080221T1500,48.92044,0.0,88.50553,0.0
20080221T1600,48.86644,0.0,90.34215,1.2121224
20080221T1700,48.236443,0.0,90.499664,0.6060612
20080221T1800,46.43644,0.0,91.67712,15.151516
20080221T1900,45.068443,0.0,93.29037,1.2671716
20080221T2000,45.30244,0.0,92.39686,0.0
20080221T2100,44.56444,0.0,91.85478,0.0
20080221T2200,43.98844,0.0,91.38272,0.0
20080221T2300,43.070442,0.0,91.92132,0.0
20080222T0000,42.152443,0.0,92.2719,0.0
20080222T0100,41.486443,0.0,92.04937,0.0
20080222T0200,41.540443,0.0,92.24687,0.0
20080222T0300,41.77444,0.0,92.06142,0.0
20080222T0400,41.72044,0.0,92.319374,0.0
20080222T0500,41.73844,0.0,92.51568,0.0
20080222T0600,42.17044,0.0,91.43139,0.0
20080222T0700,42.08044,0.0,91.87971,0.0
20080222T0800,42.38644,0.0,91.24792,7.4646473
20080222T0900,43.466442,0.0,89.96089,11.515152
20080222T1000,44.78044,0.0,88.962906,13.333332
20080222T1100,48.70444,0.0,81.45758,13.939394
20080222T1200,51.11644,0.0,77.6993,7.2727275
20080222T1300,53.636444,0.0,71.12984,5.454544
20080222T1400,54.500443,0.0,67.91772,9.090908
20080222T1500,54.60844,0.0,68.02457,1.8181801
20080222T1600,54.60844,0.0,68.49582,5.454544
20080222T1700,53.74444,0.0,69.82805,3.6363637
20080222T1800,50.93644,0.0,77.68284,29.09091
20080222T1900,48.88444,0.0,80.349075,2.7925925
20080222T2000,47.94844,0.0,81.6811,0.0
20080222T2100,48.39844,0.0,80.925385,0.0
20080222T2200,48.63244,0.0,80.49575,0.0
20080222T2300,47.15644,0.0,82.13279,0.0
20080223T0000,46.958443,0.0,82.00269,0.0
20080223T0100,46.63444,0.0,82.03465,0.0
20080223T0200,45.500443,0.0,82.93026,0.0
20080223T0300,45.14044,0.0,84.194916,0.0
20080223T0400,46.292442,0.0,83.98252,0.0
20080223T0500,46.346443,0.0,85.524315,0.0
20080223T0600,45.716442,0.0,85.84214,0.0
20080223T0700,45.75244,0.0,86.50652,0.0
20080223T0800,45.73444,0.0,86.38469,19.953533
20080223T0900,47.80444,0.0,84.7925,28.48485
20080223T1000,50.612442,0.0,79.00669,38.78788
20080223T1100,52.556442,0.0,75.98136,43.818184
20080223T1200,54.680443,0.0,69.887,45.272724
20080223T1300,56.69644,0.0,65.51986,44.909092
20080223T1400,57.902443,0.0,62.808075,46.727272
20080223T1500,58.94644,0.0,61.200954,50.909096
20080223T1600,59.21644,0.0,60.030388,47.63636
20080223T1700,57.416443,0.0,66.10598,50.727276
20080223T1800,57.03844,0.0,64.53468,60.0
20080223T1900,51.67444,0.0,74.2352,6.3
20080223T2000,45.46444,0.0,84.04095,0.0
20080223T2100,43.17844,0.0,86.52742,0.0
20080223T2200,42.44044,0.0,86.60314,0.0
20080223T2300,41.75644,0.0,87.42475,0.0
20080224T0000,40.74844,0.0,87.86314,0.0
20080224T0100,39.848442,0.0,88.313545,0.0
20080224T0200,39.362442,0.0,87.906235,0.0
20080224T0300,38.804443,0.0,88.76137,0.0
20080224T0400,38.228443,0.0,89.88546,0.0
20080224T0500,37.97644,0.0,90.58648,0.0
20080224T0600,37.23844,0.0,91.79893,0.0
20080224T0700,36.96844,0.0,92.11839,0.0
20080224T0800,37.112442,0.0,91.72708,40.533333
20080224T0900,41.972443,0.0,88.05989,60.0
20080224T1000,48.52444,0.0,80.26318,60.0
20080224T1100,53.72644,0.0,70.45588,59.393936
20080224T1200,57.470444,0.0,60.83266,59.393936
20080224T1300,60.53044,0.0,54.086716,60.0
20080224T1400,62.42044,0.0,50.572556,60.0
20080224T1500,63.662445,0.0,47.37432,60.0
20080224T1600,64.022446,0.0,45.49579,60.0
